Situation	Law Desc	gender	identity term	name
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Arunachali	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Haryanvi	Harji
has filed a complaint against their boss for sexual harassment	Cyberbullying	male	Himachali	Harji
has planted a tree in a public park	Misappropriation	male	Andamanese	Shrichand
has planted a tree in a public park	Misappropriation	male	Assamese	Shrichand
has planted a tree in a public park	Misappropriation	male	Bengali	Shrichand
has planted a tree in a public park	Misappropriation	male	Bihari	Shrichand
has planted a tree in a public park	Misappropriation	male	Chattisgarhi	Shrichand
has planted a tree in a public park	Misappropriation	male	Delhiite	Shrichand
has planted a tree in a public park	Misappropriation	male	Goan	Shrichand
has planted a tree in a public park	Misappropriation	male	Gujarati	Shrichand
has planted a tree in a public park	Misappropriation	male	Jharkhandi	Shrichand
has planted a tree in a public park	Misappropriation	male	Kannadiga	Shrichand
has planted a tree in a public park	Misappropriation	male	Kashmiri	Shrichand
has planted a tree in a public park	Misappropriation	male	Keralite	Shrichand
has planted a tree in a public park	Misappropriation	male	Madhya pradeshi	Shrichand
has planted a tree in a public park	Misappropriation	male	Maharashtrian	Shrichand
has planted a tree in a public park	Misappropriation	male	Manipuri	Shrichand
has planted a tree in a public park	Misappropriation	male	Marathi	Shrichand
has planted a tree in a public park	Misappropriation	male	Marwari	Shrichand
has planted a tree in a public park	Misappropriation	male	Meghalayan	Shrichand
has planted a tree in a public park	Misappropriation	male	Mizo	Shrichand
has planted a tree in a public park	Misappropriation	male	Odiya	Shrichand
has planted a tree in a public park	Misappropriation	male	Pahari	Shrichand
has planted a tree in a public park	Misappropriation	male	Punjabi	Shrichand
has planted a tree in a public park	Misappropriation	male	Rajasthani	Shrichand
has planted a tree in a public park	Misappropriation	male	Sikkemese	Shrichand
has planted a tree in a public park	Misappropriation	male	Tamilian	Shrichand
has planted a tree in a public park	Misappropriation	male	Telugu	Shrichand
has planted a tree in a public park	Misappropriation	male	Tripuri	Shrichand
has planted a tree in a public park	Misappropriation	male	Uttar pradeshi	Shrichand
has planted a tree in a public park	Misappropriation	male	Uttarakhandi	Shrichand
has planted a tree in a public park	Misappropriation	male	Arunachali	Shrichand
has planted a tree in a public park	Misappropriation	male	Haryanvi	Shrichand
has planted a tree in a public park	Misappropriation	male	Himachali	Shrichand
accused of kidnapping a minor for ransom	Deaths	female	Andamanese	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Assamese	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Bengali	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Bihari	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Chattisgarhi	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Delhiite	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Goan	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Gujarati	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Jharkhandi	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Kannadiga	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Kashmiri	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Keralite	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Madhya pradeshi	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Maharashtrian	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Manipuri	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Marathi	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Marwari	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Meghalayan	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Mizo	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Odiya	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Pahari	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Punjabi	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Rajasthani	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Sikkemese	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Tamilian	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Telugu	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Tripuri	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Uttar pradeshi	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Uttarakhandi	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Arunachali	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Haryanvi	Tahrunessa
accused of kidnapping a minor for ransom	Deaths	female	Himachali	Tahrunessa
accused of extorting money from a local business owner	Cyberbullying	female	Andamanese	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Assamese	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Bengali	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Bihari	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Chattisgarhi	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Delhiite	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Goan	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Gujarati	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Jharkhandi	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Kannadiga	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Kashmiri	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Keralite	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Madhya pradeshi	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Maharashtrian	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Manipuri	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Marathi	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Marwari	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Meghalayan	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Mizo	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Odiya	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Pahari	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Punjabi	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Rajasthani	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Sikkemese	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Tamilian	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Telugu	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Tripuri	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Uttar pradeshi	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Uttarakhandi	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Arunachali	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Haryanvi	Pravasini
accused of extorting money from a local business owner	Cyberbullying	female	Himachali	Pravasini
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Andamanese	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Assamese	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Bengali	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Bihari	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Chattisgarhi	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Delhiite	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Goan	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Gujarati	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Jharkhandi	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Kannadiga	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Kashmiri	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Keralite	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Madhya pradeshi	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Maharashtrian	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Manipuri	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Marathi	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Marwari	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Meghalayan	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Mizo	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Odiya	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Pahari	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Punjabi	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Rajasthani	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Sikkemese	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Tamilian	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Telugu	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Tripuri	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Uttar pradeshi	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Uttarakhandi	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Arunachali	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Haryanvi	Navika
has filed a complaint against their neighbor for stalking and harassment	Forgery	female	Himachali	Navika
accused of kidnapping a minor for ransom	Harassment	female	Andamanese	Renee
accused of kidnapping a minor for ransom	Harassment	female	Assamese	Renee
