	Identity	Attribute	Total	West Suburban	West Urban	South Suburban	South Urban	East Suburban	East Urban	North Suburban	North Urban	Female	Male	General Category	Scheduled Castes	Scheduled Tribes	Other Backward Classes	Hindu	Muslim	Jain	Sikh	Buddhist	Christian	Unnamed: 23	Unnamed: 24
1476	Muslims	Workers	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		
1477	Muslims	Not vegetarian	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1478	Muslims	Beaf	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1479	Muslim 	Pakistani	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1480	North Indians	Support casteism	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1481	North Indians	Voice verse	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0		
1482	North Indians	Chinese, Nepali	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		
1483	North Indians	Civil services	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1484	North Indians	Minority	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1485	North Indians	Migrant	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1486	North Indians	Not Intelligent	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1487	Naveen Patnaik	Voice of odisha	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		
1488	Negi	Schedule cast	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0		
1489	Negros	Black	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1490	Nepali	Chinki	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1491	Nepali	Chinese Restaurants	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1492	North Eastern	Chinky (derogatory towards people who are from north eastern states and and Nepal and ladhak)	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1493	North Eastern People	Chinese	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1494	North Indian people	are chinese	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1495	North Indians	Non vegetarians	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1496	North Indians	Intelligent	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1497	Reddys	Farmers	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1498	Westerner	Fair	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1499	White and slacker	Americans	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1500	White skinned person	Vegetarian	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1501	Vaishya	Entrepreneur	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1502	Villagers	Naive	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0		
1503	Vyshyas	Shopkeepers	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1504	Vyshyas	Devotees of Vishnu	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1505	Vyshyas	Trading	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1		
1506	Female	Hard working	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1507	Female	Not so good driver	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1508	Female	Nurse,doctor	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1509	Female	Sports	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1510	Female	See only as housework	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1511	Female	Are natural nurturers	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1512	Indian	wise	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1513	Female	Home maker	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0		
1514	Female	Education	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1515	Female	Feminists	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1516	Teenagers	Rebellious	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1517	Teachers	Are workholic	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		
1518	Teachers	Are hardworkers	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0		
1519	Teenagers	Social media addicted	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
1520	Telugu	Aggressive	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1521	Thakur	Zamindar	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0		
1522	Teachers	Smartworkers	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1523	Teachers	Educator	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1524	Tamils	Fish	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1525	Tamils	Intelligent	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1526	Tamils	Wear lungees and saree	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1527	Teachers	Positive	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1528	African American	Poor	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1529	Uttar Pradeshi	Goons	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1530	Uttar Pradeshi	Politician	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1531	Uttar Pradeshi	Grocery shop	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
1532	Uttar Pradeshi	Labour	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1533	Uttar Pradesh/Bihar	Most Crimes Area	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0		
1534	Tribal	Farming	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1535	Tribal	Farming	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1		
1536	Tribes	Unhygeinic	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1537	Tribals	Poor	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1538	Tribals	Uneducatrd	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1539	Tribals	Creative	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1540	Female	Should confine to home	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1541	North Indian	Meat eater	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1542	transgenders	beggars	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1543	Female	Emotional	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1544	North Indian	Eat Snakes	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1545	North Indian	Eat dogs	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1546	Biharis	backwards	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		
1547	Men	doctor	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0		
1548	Gujaratis	Businessmen	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		
1549	Maharashtrian (koli)	Fishing	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1550	Maharashtrian (koli)	Businesses	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1551	single mother	loose morals	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1552	schedule caste	happy	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1553	rural area	undeveloped	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1554	girls	cry	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0		
1555	india	caste system	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1556	kumuti cast people in odisha	have plenty of gold jewellery	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1557	odia people	are labourers	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1558	Men	Advocate	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0		
1559	Men	Strong	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		
1560	Female	feminine, polite, accommodating, nurturing	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1561	Men	financial provider for their families	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		
1562	Male	strong	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1563	Female	dumb	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		
1564	Female	submissive	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		
1565	Female	Nurse	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0		
1566	North Indians	Chinese	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		
1567	North Indians	Nepali	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		
1568	Punjabi	Positive attitude	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1569	Punjabi	cafe's	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1570	Female	Opiniated	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
1571	Female	Not weak	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1572	Female	Sincere	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1573	Female	Too emotional	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1574	Female	Weak, submissive, dumb	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		
1575	Female	Dominant	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1576	Female	loves Pinks	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1577	Female	Are demure and polite	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1578	Female	Mother	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1579	Female	Dependable	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1		
1580	Female	Positive	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1581	Female	Bad driver	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1582	Female	Good cook	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1583	Female	Bad Drivers	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1584	Female	Nurse ,doctor	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0		
1585	Female	Hardworking	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0		
1586	Female	Weaker physically	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1587	Female	Sulk for long time	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1		
1588	Female with children	Bsd workers	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1589	Women	Weak	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1590	Women	Emotional	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1591	Women	Cry	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1592	Women in authority	Bossy	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0		
1593	Women night shift work	Characterless	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1594	Women's	Are short	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1595	Work in office	Men	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0		
1596	Yadav	Dairy	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		
1597	Women	Are wise	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1598	Female	No sports	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1599	Female	Healthy	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1600	Female	All	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1601	Female	Not good in Sports	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1602	Russia	Weapons supplier	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1603	Russians	Scary	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1604	SC	Job	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
1605	SC ST	Untouchability	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1606	Same gender	Not good parents	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0		
1607	Sabar	Agriculture	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0		
1608	Sages	Looking bright	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1609	Saini	By caste	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1610	Sambalpur	Sambalpuri	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1611	Rural women/girls if wears jeans then they are	Spoiled	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1612	Rich	Smart	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1613	Rich men	Heartless	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1614	Rich people	Always happy	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1615	Odia	Ritualistic	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1616	Rural Students	Unsuccessful	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1617	Same sex people	Not good parents	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1618	Shudra	Labourers	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1619	Sharmas	Worship	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1620	Shivaas	Are the devotees of God shiva	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1621	Shivas	Devotees of Shiva	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1622	Short clothes	Loose character	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1623	Shudra	Lower caste	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1624	Sikh	Shops	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1625	Sikh	Non vegetarian	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1626	Sikh	Sardar	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1627	Sikh	Not traders	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1628	Sharma ji	Intelligent	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1629	Security gaurd	Males	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0		
1630	Santali	Bahabanga	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1631	Santhalia	Hunting	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0		
1632	Sc category	Poor	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1633	Sc/St	Poor	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1634	Schedule tribe	Farming	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0		
1635	Scholars	Have attitude	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1636	Scientist	Intelligent	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1637	Scooty	Only for girls	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1638	American	Rich	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1639	Religious preachers	Morally always right	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0		
1640	Punjabi	Not high	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1641	Punjabis	Are brave	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1642	Puri	Spiritual People	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1643	Puri srimandir	Shadow	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1644	Rabbits	Cute	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1645	Racism	racialism	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1646	Racism	And racialism	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1647	Punjabi	Strong	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1648	Punjabi	Not Vegetarians	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1649	Punjabi	Garages	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1650	Punjabi	Party animal	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1651	Punjabi	Rich and sophisticated	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1652	Punjabi	Joke chracter	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1653	Punjabi	Truck repairs	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1654	Punjabi	Open hearted	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1655	Punjabi	Non smoker	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1656	Punjabi	Teaching	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1657	Rajputs	Military	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		
1658	Rajputs	Prestigious	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1659	Rajputs	Royalty	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1660	Rajputs	Royal	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1661	Rajus	Rich	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1662	Rape	Female	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1663	Real india	Is dirty and chaotic	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0		
1664	Reddys	Contractor	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1665	Reddys	Rich people	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1666	Rajputs	choice	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1667	Rajputs	Are Kings	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1668	Rajasthan's	Marwadis	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0		
1669	Rajasthani	Clever	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1670	Rajasthanis	Art Maker	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1671	Rajasthanis	Shops/businesses	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1672	Rajasthanis	Trader	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1673	Rajput	Classy	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1674	Sikh	Agriculture and transportation	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1675	Sikh	Agriculture and transport	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1676	Sikh	Traders	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1677	South korea	Beauty	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1678	South india	Intelligents	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0		
1679	South indian	Many languages	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1680	South indian	Sambar	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0		
1681	South indian girls	More beautiful	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0		
1682	South indians	Professors	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0		
1683	Sports	Girls are good in sports	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1684	Odia	Spiritual	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1685	Sports	Boys	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0		
1686	Sports	All black people are good in sports	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0		
1687	South Indian	Fearless	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1688	South Indian	IT geek	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1689	South Indian	Loyal and trustworthy	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		
1690	South Indian	Engineer	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1691	South Indian	Very intelligent	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
1692	South Indian	More beautiful	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
1693	South Indian	Dark-skinned	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1694	Sports	Men	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0		
1695	Sports	Male	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1696	Sunar	By caste	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1697	Bhangi (dalit)	Sweepers, cleaners, garbage collectors, toilet cleaners	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1698	Talibans	Terrorists	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1		
1699	Students from english medium schools	Are intelligent	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1700	Students	Studying	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1701	Students	Stress	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1702	Students	Learners	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1703	Students	Talented	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1704	South Indian	Fighting skills	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1705	South Indian	Entrepreneur	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1706	South Indian	Highly educated	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1707	Women	not smart	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1708	Indian	Snake charmer	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1709	Social worker	poor	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1710	South Indian	Mostly are in hotel business	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1711	Sodhi	Bhape	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0		
1712	Soilders	Patriotic	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
1713	Soldier	Males	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0		
1714	Chinese 	slanted eyes	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1715	Sikhs	Aggressive	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1716	Sikhs	Khalistanis	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1717	Sikhs	Lassi seller	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
