"Identity","Attribute","Total","West Suburban","West Urban","South Suburban","South Urban","East Suburban","East Urban","North Suburban","North Urban","Female","Male","General Category","Scheduled Castes","Scheduled Tribes","Other Backward Classes","Hindu","Muslim","Jain","Sikh","Buddhist","Christian","",""
"Men","Head of family","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Men","Emotional","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Men","Pajama","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Men","Kurta","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Mechanic","Engineer","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","",""
"Memon","Businessmen","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Men","Aggressive","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Men","Sigma/Rapists","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Cry","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Men","Don't feel pain and hence strong","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Men","Athletic","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Men","Advocate , doctor","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","",""
"Men","Better","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Men","Strong , financial provider for their families","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","",""
"Men","outside work","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Men","Outdoor work","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","",""
"Men","Tech savy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Men","Can't nurture","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Men","Men are strong and do all work","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Men","Labour","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Men","Reckless","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","",""
"Men","Crime","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Men","Head of the family","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Men","Scientists","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","",""
"Men","Do not know how to cook","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","No household work","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Men","Trader","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Men","Men are too empersonal","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Muslims","Friendly in nature","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","",""
"Muslims","Katue(derogatory term for circumcised people )","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Muslims","Uneducated","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Odia","Eat rice water","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Can't speak hindi","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Hard working","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"Odia","Religious","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"Odia","Believers","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"Odia","Health conscious","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"Odia","Soft hearted","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"Nursing","Female","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Nurse","Doctor","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","",""
"North indian","Humble","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"North indian","White fair skin","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"North indians","Paan spitters","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"North indians","Smartworkers and intelligent","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"North indians","Powerful","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"North indians","Intelligent","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","",""
"Punjabi","Politician","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","",""
"North-east Indians","Not Indian","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Pakhalkhia ,sleepy","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Emotional","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia Boys","Very lazy","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia Girl","Not all are Beautiful","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia banika","Traid with Bali","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","",""
"Odia boys","Lazy","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia celebrate","Ratha Yatra","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","",""
"Odia students","Are very poor","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Very poor","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Rasogolla/Uneducated","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Accept other religion people","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Rich Art and Culture","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Not lazy","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","No education","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Poor communication skills","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Devotees of Jagannath only","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Farmer","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","",""
"Odia","Are Gullible","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Farming","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Accept every culture","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Poor in English","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Muslims","Meat shops","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","",""
"Muslims","uneducated","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Muslims","Meatshop","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Muslims","Meat market","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","",""
"Naidus","Some what better","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"Nannny","Female","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Muslims","Violent","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Muslims","Are Not Disgusting","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Muslims","Good at literature","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","",""
"Muslims","Furnitures","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Muslims","Business persons","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Muslim","Terrorist","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Muslims","Workers","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","",""
"Muslims","Not vegetarian","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Muslims","Beaf","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Muslim ","Pakistani","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"North Indians","Support casteism","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","",""
"North Indians","Voice verse","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","",""
"North Indians","Chinese, Nepali","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","",""
"North Indians","Civil services","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"North Indians","Minority","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"North Indians","Migrant","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","",""
"North Indians","Not Intelligent","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Naveen Patnaik","Voice of odisha","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","",""
"Negi","Schedule cast","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","",""
"Negros","Black","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Nepali","Chinki","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Nepali","Chinese Restaurants","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"North Eastern","Chinky (derogatory towards people who are from north eastern states and and Nepal and ladhak)","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"North Eastern People","Chinese","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"North Indian people","are chinese","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"North Indians","Non vegetarians","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"North Indians","Intelligent","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Reddys","Farmers","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"Westerner","Fair","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"White and slacker","Americans","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"White skinned person","Vegetarian","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","",""
"Vaishya","Entrepreneur","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Villagers","Naive","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Vyshyas","Shopkeepers","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Vyshyas","Devotees of Vishnu","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Vyshyas","Trading","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","",""
"Female","Hard working","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Female","Not so good driver","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","",""
"Female","Nurse,doctor","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Female","Sports","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Female","See only as housework","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Female","Are natural nurturers","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Indian","wise","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Female","Home maker","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Female","Education","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Female","Feminists","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Teenagers","Rebellious","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Teachers","Are workholic","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","",""
"Teachers","Are hardworkers","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","",""
"Teenagers","Social media addicted","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","",""
"Telugu","Aggressive","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Thakur","Zamindar","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","",""
"Teachers","Smartworkers","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Teachers","Educator","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Tamils","Fish","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Tamils","Intelligent","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Tamils","Wear lungees and saree","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Teachers","Positive","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"African American","Poor","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Uttar Pradeshi","Goons","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Uttar Pradeshi","Politician","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Uttar Pradeshi","Grocery shop","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","",""
"Uttar Pradeshi","Labour","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Uttar Pradesh/Bihar","Most Crimes Area","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","",""
"Tribal","Farming","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Tribal","Farming","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","",""
"Tribes","Unhygeinic","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Tribals","Poor","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Tribals","Uneducatrd","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Tribals","Creative","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Female","Should confine to home","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"North Indian","Meat eater","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"transgenders","beggars","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
